,Miller,Fc^2,Fo^2,Fo^2_sigma,ZOBS,asu,resolution,fcf_IOBS/SIGMA,Diff,,,,
2145,"(-10, -1, -1)",81.86,119.37,14.34,510.6,"(1, 10, 1)",1.151442578,8.324267782,2.615760112,,,,
2146,"(-10, 1, 1)",81.86,102.93,14.28,275.8,"(1, 10, 1)",1.151442578,7.207983193,1.475490196,,,,
2147,"(10, -1, 1)",81.86,43.54,17.39,353.2,"(1, 10, 1)",1.151442578,2.50373778,-2.203565267,,,,
2148,"(10, 1, -1)",81.86,89.9,15.05,414.3,"(1, 10, 1)",1.151442578,5.973421927,0.534219269,,,,
2149,"(-10, -2, 0)",5.66,-7.15,14.54,566.4,"(0, 10, 2)",1.140317268,-0.491746905,-0.881017882,,,,
2150,"(-10, 2, 0)",5.66,-13.51,13.51,258.4,"(0, 10, 2)",1.140317268,-1,-1.418948927,,,,
2151,"(10, -2, 0)",5.66,-15.4,15.4,244.3,"(0, 10, 2)",1.140317268,-1,-1.367532468,,,,
2152,"(10, 2, 0)",5.66,10.58,13.7,545.2,"(0, 10, 2)",1.140317268,0.772262774,0.359124088,,,,
2153,"(-10, 0, -2)",5.66,54.68,14.22,463.6,"(0, 10, 2)",1.140317268,3.845288326,3.447257384,,,,
2154,"(-10, 0, 2)",5.66,14.77,16.33,286.9,"(0, 10, 2)",1.140317268,0.9044703,0.557868953,,,,
2155,"(10, 0, 2)",5.66,21.18,17.22,0,"(0, 10, 2)",1.140317268,1.229965157,0.901277584,,,,
2156,"(10, 0, -2)",5.66,27.43,13.13,275.6,"(0, 10, 2)",1.140317268,2.089108911,1.658035034,,,,
2157,"(10, 2, 1)",3.3,-14.17,14.17,577.9,"(1, 10, 2)",1.134874195,-1,-1.23288638,,,,
2158,"(10, -2, -1)",3.3,-13.64,13.64,198,"(1, 10, 2)",1.134874195,-1,-1.241935484,,,,
2159,"(-10, -2, 1)",3.3,-16.35,16.35,532.5,"(1, 10, 2)",1.134874195,-1,-1.201834862,,,,
2160,"(10, 1, 2)",3.3,-2.44,15.27,507.8,"(1, 10, 2)",1.134874195,-0.159790439,-0.375900458,,,,
2161,"(10, -1, -2)",3.3,62.92,12.54,199.7,"(1, 10, 2)",1.134874195,5.01754386,4.754385965,,,,
2162,"(-10, 1, -2)",3.3,-14.54,14.54,407.2,"(1, 10, 2)",1.134874195,-1,-1.22696011,,,,
2163,"(-10, -1, 2)",3.3,-16.32,16.32,377.5,"(1, 10, 2)",1.134874195,-1,-1.202205882,,,,
2164,"(-10, -2, -1)",3.3,-12.69,12.69,589,"(1, 10, 2)",1.134874195,-1,-1.260047281,,,,
2165,"(-10, 2, 1)",3.3,46.72,13.45,201.7,"(1, 10, 2)",1.134874195,3.473605948,3.228252788,,,,
2166,"(10, 2, -1)",3.3,29.82,12.89,517.8,"(1, 10, 2)",1.134874195,2.313421257,2.057408844,,,,
2167,"(-10, -1, -2)",3.3,7.31,13.41,530.8,"(1, 10, 2)",1.134874195,0.545115585,0.299030574,,,,
2168,"(-10, 1, 2)",3.3,-15.12,15.12,217.5,"(1, 10, 2)",1.134874195,-1,-1.218253968,,,,
2169,"(10, -1, 2)",3.3,2.01,18.49,390.5,"(1, 10, 2)",1.134874195,0.108707409,-0.069767442,,,,
2170,"(10, 1, -2)",3.3,-14.02,14.02,381.7,"(1, 10, 2)",1.134874195,-1,-1.235378031,,,,
2171,"(10, -2, -2)",7.15,14.64,13.37,136.1,"(2, 10, 2)",1.119001047,1.094988781,0.560209424,,,,
2172,"(-10, 2, -2)",7.15,-14.07,14.07,327.1,"(2, 10, 2)",1.119001047,-1,-1.508173419,,,,
2173,"(-10, -2, 2)",7.15,-15.95,15.95,486.4,"(2, 10, 2)",1.119001047,-1,-1.448275862,,,,
2174,"(-10, 2, 2)",7.15,-6.03,10.52,155.8,"(2, 10, 2)",1.119001047,-0.573193916,-1.252851711,,,,
2175,"(10, -2, 2)",7.15,-3.46,17.78,345.6,"(2, 10, 2)",1.119001047,-0.194600675,-0.596737908,,,,
2176,"(10, 2, -2)",7.15,-13.46,13.46,487.9,"(2, 10, 2)",1.119001047,-1,-1.531203566,,,,
2177,"(-10, 3, 0)",46.93,74.89,13.68,213.4,"(0, 10, 3)",1.113856187,5.474415205,2.043859649,,,,
2178,"(10, -3, 0)",46.93,76.33,14.69,198.4,"(0, 10, 3)",1.113856187,5.196051736,2.00136147,,,,
2179,"(-10, 0, -3)",46.93,73.05,14.86,496.8,"(0, 10, 3)",1.113856187,4.915881561,1.757738896,,,,
2180,"(-10, 0, 3)",46.93,36.37,15.72,219.8,"(0, 10, 3)",1.113856187,2.313613232,-0.671755725,,,,
2181,"(10, 0, 3)",46.93,-0.48,18.18,481.7,"(0, 10, 3)",1.113856187,-0.02640264,-2.607810781,,,,
2182,"(0, -3, 10)",46.93,82.19,18.75,561.1,"(0, 10, 3)",1.113856187,4.383466667,1.880533333,,,,
2183,"(10, 0, -3)",46.93,78.99,11.19,195.3,"(0, 10, 3)",1.113856187,7.058981233,2.865058088,,,,
2184,"(0, 3, -10)",46.93,67.84,11.38,579.2,"(0, 10, 3)",1.113856187,5.961335677,1.837434095,,,,
2185,"(10, -3, -1)",34.89,70.46,14.51,150.1,"(1, 10, 3)",1.108781645,4.855961406,2.451412819,,,,
2186,"(-10, 3, -1)",34.89,34.64,14.22,256.9,"(1, 10, 3)",1.108781645,2.436005626,-0.017580872,,,,
2187,"(10, 1, 3)",34.89,68.35,16.14,544.7,"(1, 10, 3)",1.108781645,4.234820322,2.073110285,,,,
2188,"(10, -1, -3)",34.89,-11.95,11.95,128.8,"(1, 10, 3)",1.108781645,-1,-3.919665272,,,,
2189,"(-10, 1, -3)",34.89,54.15,14.81,434.8,"(1, 10, 3)",1.108781645,3.656313302,1.300472654,,,,
2190,"(-1, 3, -10)",34.89,58.71,10.99,561.9,"(1, 10, 3)",1.108781645,5.342129208,2.167424932,,,,
2191,"(-10, -1, 3)",34.89,6.39,17.25,310.3,"(1, 10, 3)",1.108781645,0.370434783,-1.652173913,,,,
2192,"(-1, -3, 10)",34.89,45.1,17.91,575.5,"(1, 10, 3)",1.108781645,2.518146287,0.570072585,,,,
2193,"(-10, 3, 1)",34.89,32.41,10.46,159.6,"(1, 10, 3)",1.108781645,3.098470363,-0.23709369,,,,
2194,"(10, -3, 1)",34.89,0.62,16.79,244,"(1, 10, 3)",1.108781645,0.036926742,-2.04109589,,,,
2195,"(-10, -1, -3)",34.89,27.64,13.59,561.4,"(1, 10, 3)",1.108781645,2.033848418,-0.5334805,,,,
2196,"(-10, 1, 3)",34.89,34.74,11.72,144.9,"(1, 10, 3)",1.108781645,2.964163823,-0.012798635,,,,
2197,"(10, -1, 3)",34.89,71.89,19.31,423.6,"(1, 10, 3)",1.108781645,3.722941481,1.916105645,,,,
2198,"(1, -3, 10)",34.89,1.74,17.75,547.2,"(1, 10, 3)",1.108781645,0.098028169,-1.867605634,,,,
2199,"(1, 3, -10)",34.89,42.89,10.81,587,"(1, 10, 3)",1.108781645,3.967622572,0.740055504,,,,
2200,"(10, -3, -3)",0.07,12.61,14,25.4,"(3, 10, 3)",1.070536223,0.900714286,0.895714286,,,,
2201,"(-10, 3, -3)",0.07,18.76,14.91,331.1,"(3, 10, 3)",1.070536223,1.258215962,1.253521127,,,,
2202,"(-3, 3, -10)",0.07,-7.54,11.64,545.2,"(3, 10, 3)",1.070536223,-0.647766323,-0.653780069,,,,
2203,"(-10, -3, 3)",0.07,-11.78,11.78,552.8,"(3, 10, 3)",1.070536223,-1,-1.005942275,,,,
2204,"(-10, 3, 3)",0.07,54.41,10.11,28,"(3, 10, 3)",1.070536223,5.381800198,5.37487636,,,,
2205,"(10, -3, 3)",0.07,51.86,18.22,329,"(3, 10, 3)",1.070536223,2.846322722,2.84248079,,,,
2206,"(3, -3, 10)",0.07,-15.7,15.7,0,"(3, 10, 3)",1.070536223,-1,-1.004458599,,,,
2207,"(10, 3, -3)",0.07,-10.46,10.46,554.5,"(3, 10, 3)",1.070536223,-1,-1.006692161,,,,
2208,"(-10, 4, 0)",1.01,21.25,11.4,158.5,"(0, 10, 4)",1.079725544,1.864035088,1.775438596,,,,
2209,"(10, -4, 0)",1.01,12.09,15.7,155.9,"(0, 10, 4)",1.079725544,0.770063694,0.705732484,,,,
2210,"(-10, 0, -4)",1.01,21.96,14.66,512.5,"(0, 10, 4)",1.079725544,1.497953615,1.429058663,,,,
2211,"(-10, 0, 4)",1.01,-6.63,11.02,100.2,"(0, 10, 4)",1.079725544,-0.601633394,-0.693284936,,,,
2212,"(10, 0, 4)",1.01,7.7,17.9,511.4,"(0, 10, 4)",1.079725544,0.430167598,0.373743017,,,,
2213,"(0, -4, 10)",1.01,-5.6,20.44,507,"(0, 10, 4)",1.079725544,-0.273972603,-0.323385519,,,,
2214,"(10, 0, -4)",1.01,-10.88,10.88,93.4,"(0, 10, 4)",1.079725544,-1,-1.092830882,,,,
2215,"(0, 4, -10)",1.01,-2.14,12.3,509.2,"(0, 10, 4)",1.079725544,-0.17398374,-0.256097561,,,,
2216,"(10, -4, -1)",1.24,-9.88,15.58,103.1,"(1, 10, 4)",1.07510143,-0.634146341,-0.713735558,,,,
2217,"(-10, 4, -1)",1.24,-13.97,13.97,209.3,"(1, 10, 4)",1.07510143,-1,-1.088761632,,,,
2218,"(10, 1, 4)",1.24,-16.69,16.69,564.5,"(1, 10, 4)",1.07510143,-1,-1.074295986,,,,
2219,"(10, -1, -4)",1.24,53.63,11.17,54.5,"(1, 10, 4)",1.07510143,4.801253357,4.690241719,,,,
2220,"(-10, 1, -4)",1.24,18.26,15.59,0,"(1, 10, 4)",1.07510143,1.171263631,1.091725465,,,,
2221,"(-1, 4, -10)",1.24,9.75,11.77,0,"(1, 10, 4)",1.07510143,0.82837723,0.723024639,,,,
2222,"(-10, -1, 4)",1.24,29.73,12.86,210.3,"(1, 10, 4)",1.07510143,2.311819596,2.215396579,,,,
2223,"(-1, -4, 10)",1.24,9.55,19.64,493.5,"(1, 10, 4)",1.07510143,0.486252546,0.42311609,,,,
2224,"(-10, 4, 1)",1.24,38.96,10.99,104.5,"(1, 10, 4)",1.07510143,3.545040946,3.432211101,,,,
2225,"(10, -4, 1)",1.24,-6.3,15.93,219.9,"(1, 10, 4)",1.07510143,-0.395480226,-0.473320778,,,,
2226,"(-10, -1, -4)",1.24,-13.4,13.4,575.6,"(1, 10, 4)",1.07510143,-1,-1.092537313,,,,
2227,"(-10, 1, 4)",1.24,-11.29,11.29,56.4,"(1, 10, 4)",1.07510143,-1,-1.109831709,,,,
2228,"(10, -1, 4)",1.24,-15.36,19.69,474.5,"(1, 10, 4)",1.07510143,-0.780091417,-0.843067547,,,,
2229,"(1, -4, 10)",1.24,-0.82,20.06,496.1,"(1, 10, 4)",1.07510143,-0.040877368,-0.102691924,,,,
2230,"(10, 1, -4)",1.24,13.68,9.78,207.4,"(1, 10, 4)",1.07510143,1.398773006,1.27198364,,,,
2231,"(1, 4, -10)",1.24,13.19,12.29,517.9,"(1, 10, 4)",1.07510143,1.073230269,0.972335232,,,,
2232,"(10, -4, -2)",1.22,75.37,16.1,58.7,"(2, 10, 4)",1.061577604,4.68136646,4.605590062,,,,
2233,"(-10, 4, -2)",1.22,3.59,14.56,236.2,"(2, 10, 4)",1.061577604,0.246565934,0.162774725,,,,
2234,"(-4, 2, -10)",1.22,5.43,13.21,567.5,"(2, 10, 4)",1.061577604,0.411052233,0.318697956,,,,
2235,"(-10, 2, -4)",1.22,19.34,15.39,394.9,"(2, 10, 4)",1.061577604,1.256660169,1.177387914,,,,
2236,"(-2, 4, -10)",1.22,-11.6,11.6,485.9,"(2, 10, 4)",1.061577604,-1,-1.105172414,,,,
2237,"(-10, -2, 4)",1.22,7.54,11.62,325.9,"(2, 10, 4)",1.061577604,0.648881239,0.543889845,,,,
2238,"(-2, -4, 10)",1.22,15.36,19.14,531.8,"(2, 10, 4)",1.061577604,0.802507837,0.73876698,,,,
2239,"(-10, 4, 2)",1.22,9.98,10.39,0,"(2, 10, 4)",1.061577604,0.96053898,0.843118383,,,,
2240,"(10, -4, 2)",1.22,72.92,17.48,243.4,"(2, 10, 4)",1.061577604,4.171624714,4.101830664,,,,
2241,"(4, -2, 10)",1.22,-15.12,15.12,579.2,"(2, 10, 4)",1.061577604,-1,-1.080687831,,,,
2242,"(10, -2, 4)",1.22,115.62,19.9,403.9,"(2, 10, 4)",1.061577604,5.810050251,5.748743719,,,,
2243,"(2, -4, 10)",1.22,-18.4,18.4,490.9,"(2, 10, 4)",1.061577604,-1,-1.066304348,,,,
2244,"(10, 2, -4)",1.22,12.58,11.04,327.9,"(2, 10, 4)",1.061577604,1.139492754,1.028985507,,,,
2245,"(2, 4, -10)",1.22,19.13,12,526.4,"(2, 10, 4)",1.061577604,1.594166667,1.4925,,,,
2246,"(-10, 4, -3)",2.83,-15.51,15.51,287.4,"(3, 10, 4)",1.04012938,-1,-1.182462927,,,,
2247,"(-3, 10, -4)",2.83,39.97,10.4,11.2,"(3, 10, 4)",1.04012938,3.843269231,3.571153846,,,,
2248,"(-4, 3, -10)",2.83,-13.42,13.42,528.3,"(3, 10, 4)",1.04012938,-1,-1.210879285,,,,
2249,"(-10, 3, -4)",2.83,21.56,15.44,364.3,"(3, 10, 4)",1.04012938,1.396373057,1.213082902,,,,
2250,"(-3, 4, -10)",2.83,-5.07,12.35,487.1,"(3, 10, 4)",1.04012938,-0.410526316,-0.639676113,,,,
2251,"(-10, -3, 4)",2.83,2.79,10.73,537.5,"(3, 10, 4)",1.04012938,0.260018639,-0.003727866,,,,
2252,"(-3, -4, 10)",2.83,-8.41,16.85,536.7,"(3, 10, 4)",1.04012938,-0.499109792,-0.667062315,,,,
2253,"(10, -4, 3)",2.83,38.46,19.07,279.6,"(3, 10, 4)",1.04012938,2.016780283,1.868379654,,,,
2254,"(3, -10, 4)",2.83,-15.33,15.33,11.4,"(3, 10, 4)",1.04012938,-1,-1.184605349,,,,
2255,"(4, -3, 10)",2.83,23.33,14.84,522.1,"(3, 10, 4)",1.04012938,1.572102426,1.381401617,,,,
2256,"(10, -3, 4)",2.83,47.26,18.82,348.5,"(3, 10, 4)",1.04012938,2.511158342,2.360786397,,,,
2257,"(3, -4, 10)",2.83,25.92,17.09,480.9,"(3, 10, 4)",1.04012938,1.516676419,1.351082504,,,,
2258,"(10, 3, -4)",2.83,61.61,9.6,505.5,"(3, 10, 4)",1.04012938,6.417708333,6.122916667,,,,
2259,"(3, 4, -10)",2.83,-12.02,12.02,550.6,"(3, 10, 4)",1.04012938,-1,-1.235440932,,,,
2260,"(-10, 4, -4)",4.89,26.68,15.91,316,"(4, 10, 4)",1.012174531,1.676932747,1.369578881,,,,
2261,"(-4, 10, -4)",4.89,46.39,12.48,33.8,"(4, 10, 4)",1.012174531,3.717147436,3.325320513,,,,
2262,"(-4, 4, -10)",4.89,23.59,13.79,483,"(4, 10, 4)",1.012174531,1.710659898,1.356055112,,,,
2263,"(-4, -4, 10)",4.89,-15.34,15.34,559,"(4, 10, 4)",1.012174531,-1,-1.318774446,,,,
2264,"(10, -4, 4)",4.89,11.38,18.19,313,"(4, 10, 4)",1.012174531,0.625618472,0.356789445,,,,
2265,"(4, -10, 4)",4.89,-0.06,17.16,26.5,"(4, 10, 4)",1.012174531,-0.003496503,-0.288461538,,,,
2266,"(4, -4, 10)",4.89,3.46,16.66,468.7,"(4, 10, 4)",1.012174531,0.207683073,-0.085834334,,,,
2267,"(4, 4, -10)",4.89,-7.88,12.62,569,"(4, 10, 4)",1.012174531,-0.624405705,-1.011885895,,,,
2268,"(-10, 5, 0)",9.14,29.15,12.54,122.6,"(0, 10, 5)",1.04012938,2.324561404,1.59569378,,,,
2269,"(10, -5, 0)",9.14,-17.27,17.27,125.8,"(0, 10, 5)",1.04012938,-1,-1.529241459,,,,
2270,"(-10, 0, -5)",9.14,-14.07,14.07,532.9,"(0, 10, 5)",1.04012938,-1,-1.649609097,,,,
2271,"(10, 0, 5)",9.14,0.38,16.45,528.6,"(0, 10, 5)",1.04012938,0.023100304,-0.532522796,,,,
2272,"(0, -5, 10)",9.14,24.56,22.07,439.5,"(0, 10, 5)",1.04012938,1.112822836,0.698685999,,,,
2273,"(0, 5, -10)",9.14,-12.56,12.56,444.2,"(0, 10, 5)",1.04012938,-1,-1.727707006,,,,
2274,"(10, -5, -1)",3.01,14.52,18.37,0,"(1, 10, 5)",1.035993661,0.790419162,0.626565052,,,,
2275,"(-10, 5, -1)",3.01,55.71,13.16,168.4,"(1, 10, 5)",1.035993661,4.233282675,4.004559271,,,,
2276,"(-1, 10, -5)",3.01,-9.22,9.22,7.4,"(1, 10, 5)",1.035993661,-1,-1.326464208,,,,
2277,"(10, 1, 5)",3.01,29.31,15.72,581.1,"(1, 10, 5)",1.035993661,1.864503817,1.67302799,,,,
2278,"(-10, 1, -5)",3.01,-15.95,15.95,0,"(1, 10, 5)",1.035993661,-1,-1.188714734,,,,
2279,"(-1, 5, -10)",3.01,20.53,12.41,446.7,"(1, 10, 5)",1.035993661,1.654311039,1.411764706,,,,
2280,"(-10, -1, 5)",3.01,-9.73,9.73,84.9,"(1, 10, 5)",1.035993661,-1,-1.309352518,,,,
2281,"(-1, -5, 10)",3.01,-1.91,21.39,447.5,"(1, 10, 5)",1.035993661,-0.089294063,-0.230014025,,,,
2282,"(-10, 5, 1)",3.01,-9.67,12.2,79.7,"(1, 10, 5)",1.035993661,-0.792622951,-1.039344262,,,,
2283,"(10, -5, 1)",3.01,24.69,16.6,167.9,"(1, 10, 5)",1.035993661,1.487349398,1.306024096,,,,
2284,"(1, -10, 5)",3.01,42.9,16.64,20.9,"(1, 10, 5)",1.035993661,2.578125,2.397235577,,,,
2285,"(-10, -1, -5)",3.01,-12.91,12.91,596,"(1, 10, 5)",1.035993661,-1,-1.233152595,,,,
2286,"(10, -1, 5)",3.01,-19.06,19.06,478.9,"(1, 10, 5)",1.035993661,-1,-1.15792235,,,,
2287,"(1, -5, 10)",3.01,41.13,21.45,426.5,"(1, 10, 5)",1.035993661,1.917482517,1.777156177,,,,
2288,"(10, 1, -5)",3.01,-8.59,9.88,86,"(1, 10, 5)",1.035993661,-0.869433198,-1.174089069,,,,
2289,"(1, 5, -10)",3.01,12,12.55,456.8,"(1, 10, 5)",1.035993661,0.956175299,0.716334661,,,,
2290,"(10, -5, -2)",0.01,58.31,19.11,32.4,"(2, 10, 5)",1.023876359,3.051282051,3.050758765,,,,
2291,"(-10, 5, -2)",0.01,-14.84,14.84,211.3,"(2, 10, 5)",1.023876359,-1,-1.000673854,,,,
2292,"(-2, 10, -5)",0.01,32.89,11.14,41.8,"(2, 10, 5)",1.023876359,2.952423698,2.951526032,,,,
2293,"(-5, 2, -10)",0.01,1.98,14.07,561.4,"(2, 10, 5)",1.023876359,0.140724947,0.140014215,,,,
2294,"(-10, 2, -5)",0.01,22.93,15.78,438.6,"(2, 10, 5)",1.023876359,1.453105196,1.452471483,,,,
2295,"(-2, 5, -10)",0.01,8.7,12.29,425.5,"(2, 10, 5)",1.023876359,0.707892596,0.707078926,,,,
2296,"(-10, -2, 5)",0.01,14.68,9.22,225.2,"(2, 10, 5)",1.023876359,1.592190889,1.591106291,,,,
2297,"(-2, -5, 10)",0.01,-10.48,21.88,443.6,"(2, 10, 5)",1.023876359,-0.478976234,-0.479433272,,,,
2298,"(-10, 5, 2)",0.01,42.51,12.11,21.8,"(2, 10, 5)",1.023876359,3.510322048,3.509496284,,,,
2299,"(10, -5, 2)",0.01,29.67,15.93,197.5,"(2, 10, 5)",1.023876359,1.86252354,1.861895794,,,,
2300,"(2, -10, 5)",0.01,-4.86,17.02,39.2,"(2, 10, 5)",1.023876359,-0.285546416,-0.28613396,,,,
2301,"(5, -2, 10)",0.01,17.41,14.73,558.7,"(2, 10, 5)",1.023876359,1.181941616,1.181262729,,,,
2302,"(10, -2, 5)",0.01,5.26,19.43,434.7,"(2, 10, 5)",1.023876359,0.270715389,0.270200721,,,,
2303,"(2, -5, 10)",0.01,14.27,19.09,436,"(2, 10, 5)",1.023876359,0.747511786,0.746987952,,,,
2304,"(10, 2, -5)",0.01,-7.89,7.89,187.1,"(2, 10, 5)",1.023876359,-1,-1.001267427,,,,
2305,"(2, 5, -10)",0.01,12.02,12.72,446.2,"(2, 10, 5)",1.023876359,0.944968553,0.94418239,,,,
2306,"(-10, 5, -3)",3.89,-15.17,15.17,247,"(3, 10, 5)",1.004592592,-1,-1.256427159,,,,
2307,"(-3, 10, -5)",3.89,-12.35,12.35,47.5,"(3, 10, 5)",1.004592592,-1,-1.314979757,,,,
2308,"(-5, 3, -10)",3.89,0.35,14.61,519.4,"(3, 10, 5)",1.004592592,0.023956194,-0.242299795,,,,
2309,"(-10, 3, -5)",3.89,-15.7,15.7,380.6,"(3, 10, 5)",1.004592592,-1,-1.247770701,,,,
2310,"(-5, 10, -3)",3.89,-9.92,12.26,20.5,"(3, 10, 5)",1.004592592,-0.8091354,-1.126427406,,,,
2311,"(-3, 5, -10)",3.89,-13.38,13.38,437.2,"(3, 10, 5)",1.004592592,-1,-1.290732436,,,,
2312,"(-10, -3, 5)",3.89,-8.37,8.37,388.2,"(3, 10, 5)",1.004592592,-1,-1.464755078,,,,
2313,"(-3, -5, 10)",3.89,11.25,19.79,0,"(3, 10, 5)",1.004592592,0.568468924,0.371905003,,,,
2314,"(10, -5, 3)",3.89,8.98,17.08,233.1,"(3, 10, 5)",1.004592592,0.525761124,0.298009368,,,,
2315,"(3, -10, 5)",3.89,56.46,17.12,55.5,"(3, 10, 5)",1.004592592,3.297897196,3.07067757,,,,
2316,"(5, -3, 10)",3.89,-5.23,15.15,517.9,"(3, 10, 5)",1.004592592,-0.345214521,-0.601980198,,,,
2317,"(10, -3, 5)",3.89,71.14,19.3,0,"(3, 10, 5)",1.004592592,3.686010363,3.484455959,,,,
2318,"(5, -10, 3)",3.89,-15.52,17.13,11.4,"(3, 10, 5)",1.004592592,-0.906012843,-1.133099825,,,,
2319,"(3, -5, 10)",3.89,73.94,17.52,419.4,"(3, 10, 5)",1.004592592,4.220319635,3.998287671,,,,
2320,"(10, 3, -5)",3.89,-8.95,8.95,402.5,"(3, 10, 5)",1.004592592,-1,-1.434636872,,,,
2321,"(3, 5, -10)",3.89,2.4,13.85,0,"(3, 10, 5)",1.004592592,0.173285199,-0.107581227,,,,
2322,"(-10, 5, -4)",9.69,-2.06,16.94,282.5,"(4, 10, 5)",0.979338469,-0.121605667,-0.693624557,,,,
2323,"(-4, 10, -5)",9.69,-5.45,12.88,75.8,"(4, 10, 5)",0.979338469,-0.423136646,-1.175465839,,,,
2324,"(-5, 4, -10)",9.69,-1.93,15.35,481.9,"(4, 10, 5)",0.979338469,-0.125732899,-0.757003257,,,,
2325,"(-5, -4, 10)",9.69,-3,13.29,570.3,"(4, 10, 5)",0.979338469,-0.225733634,-0.954853273,,,,
2326,"(-10, 4, -5)",9.69,13.24,16.92,351.3,"(4, 10, 5)",0.979338469,0.78250591,0.209810875,,,,
2327,"(-5, 10, -4)",9.69,15.85,13.4,50.5,"(4, 10, 5)",0.979338469,1.182835821,0.459701493,,,,
2328,"(-4, 5, -10)",9.69,13.42,15.2,436.5,"(4, 10, 5)",0.979338469,0.882894737,0.245394737,,,,
2329,"(-4, -5, 10)",9.69,33.92,18.29,460.5,"(4, 10, 5)",0.979338469,1.854565336,1.324767633,,,,
2330,"(10, -5, 4)",9.69,-11.81,20.67,267,"(4, 10, 5)",0.979338469,-0.571359458,-1.040154814,,,,
2331,"(4, -10, 5)",9.69,6.29,17.53,71.1,"(4, 10, 5)",0.979338469,0.358813463,-0.193953223,,,,
2332,"(5, -4, 10)",9.69,-0.2,17.37,471.5,"(4, 10, 5)",0.979338469,-0.011514105,-0.569372481,,,,
2333,"(5, 4, -10)",9.69,-12.51,12.51,541.5,"(4, 10, 5)",0.979338469,-1,-1.774580336,,,,
2334,"(10, -4, 5)",9.69,-19.34,19.34,343.4,"(4, 10, 5)",0.979338469,-1,-1.501034126,,,,
2335,"(5, -10, 4)",9.69,-17.71,17.71,48.3,"(4, 10, 5)",0.979338469,-1,-1.547148504,,,,
2336,"(4, -5, 10)",9.69,-9.57,17.23,417.2,"(4, 10, 5)",0.979338469,-0.555426582,-1.11781776,,,,
2337,"(4, 5, -10)",9.69,-15.01,15.01,469.8,"(4, 10, 5)",0.979338469,-1,-1.64556962,,,,
2338,"(-10, 5, -5)",0.14,83.56,20.55,306.2,"(5, 10, 5)",0.949503874,4.066180049,4.059367397,,,,
2339,"(-5, 10, -5)",0.14,-14.39,14.39,102.5,"(5, 10, 5)",0.949503874,-1,-1.009728978,,,,
2340,"(-5, 5, -10)",0.14,-15.91,15.91,429.5,"(5, 10, 5)",0.949503874,-1,-1.008799497,,,,
2341,"(-5, -5, 10)",0.14,12.64,15.99,462.5,"(5, 10, 5)",0.949503874,0.790494059,0.781738587,,,,
2342,"(10, -5, 5)",0.14,-19.72,19.72,0,"(5, 10, 5)",0.949503874,-1,-1.007099391,,,,
2343,"(5, -10, 5)",0.14,50.01,17.29,108.5,"(5, 10, 5)",0.949503874,2.892423366,2.8843262,,,,
2344,"(5, -5, 10)",0.14,14.03,17.16,416.5,"(5, 10, 5)",0.949503874,0.817599068,0.809440559,,,,
2345,"(5, 5, -10)",0.14,80.49,14.57,474.9,"(5, 10, 5)",0.949503874,5.524365134,5.514756349,,,,
2346,"(-10, 6, 0)",38.7,41.16,14.07,98.6,"(0, 10, 6)",0.997178523,2.925373134,0.174840085,,,,
2347,"(10, -6, 0)",38.7,5.84,19.16,85.5,"(0, 10, 6)",0.997178523,0.30480167,-1.715031315,,,,
2348,"(0, -10, 6)",38.7,-21.11,21.11,22.9,"(0, 10, 6)",0.997178523,-1,-2.833254382,,,,
2349,"(0, 10, -6)",38.7,27.13,11.81,41.8,"(0, 10, 6)",0.997178523,2.297205758,-0.979678239,,,,
2350,"(-10, 0, -6)",38.7,56.55,14.52,560.4,"(0, 10, 6)",0.997178523,3.894628099,1.229338843,,,,
2351,"(10, 0, 6)",38.7,37.66,16.67,547.4,"(0, 10, 6)",0.997178523,2.25914817,-0.062387522,,,,
2352,"(0, -6, 10)",38.7,7.37,21.71,380.9,"(0, 10, 6)",0.997178523,0.339474896,-1.443113772,,,,
2353,"(0, 6, -10)",38.7,18.81,13.14,388.1,"(0, 10, 6)",0.997178523,1.431506849,-1.51369863,,,,
2354,"(10, -6, -1)",0.02,33.23,20.29,43.8,"(1, 10, 6)",0.99353252,1.637752587,1.63676688,,,,
2355,"(-10, 6, -1)",0.02,13.04,14.52,130.5,"(1, 10, 6)",0.99353252,0.898071625,0.896694215,,,,
2356,"(-1, 10, -6)",0.02,18.08,11.26,59.4,"(1, 10, 6)",0.99353252,1.605683837,1.603907638,,,,
2357,"(-1, -10, 6)",0.02,-20.8,20.8,25.2,"(1, 10, 6)",0.99353252,-1,-1.000961538,,,,
2358,"(-10, 1, -6)",0.02,45.91,16.59,500.4,"(1, 10, 6)",0.99353252,2.767329717,2.766124171,,,,
2359,"(-1, 6, -10)",0.02,23.44,13.46,379.9,"(1, 10, 6)",0.99353252,1.741456166,1.739970282,,,,
2360,"(-1, -6, 10)",0.02,-20.68,20.68,394.6,"(1, 10, 6)",0.99353252,-1,-1.000967118,,,,
2361,"(-10, 6, 1)",0.02,-13.85,13.85,36.5,"(1, 10, 6)",0.99353252,-1,-1.001444043,,,,
2362,"(10, -6, 1)",0.02,-15.23,18.73,123.5,"(1, 10, 6)",0.99353252,-0.81313401,-0.814201815,,,,
2363,"(1, -10, 6)",0.02,-16.63,18.91,0,"(1, 10, 6)",0.99353252,-0.879428874,-0.880486515,,,,
